 Count  Overhead File                                                    Line Function
     1         0 @Base/compiler/ssair/ir.jl                              1934 just_fixup!(compact::Core.Compiler.IncrementalCompact, new_new_nodes_offset::Int64, late_fixup_offset::Int64)
     1         0 @Base/compiler/ssair/passes.jl                          1193 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
    71         0 @Base/compiler/ssair/ir.jl                              1731 iterate
     8         0 @Base/compiler/ssair/ir.jl                              1809 iterate_compact(compact::Core.Compiler.IncrementalCompact)
     1         0 @Base/compiler/ssair/ir.jl                              1357 process_node!(compact::Core.Compiler.IncrementalCompact, result_idx::Int64, inst::Core.Compiler.Instruction, idx::Int64, processed_idx::Int64, active_bb::Int64, do_rename_ssa::Bool)
     1         0 @Base/dict.jl                                            307 ht_keyindex2_shorthash!(h::Dict{AbstractClade, Float64}, key::Clade)
    19         0 @Base/abstractarray.jl                                  1192 copymutable
    18         0 @Base/array.jl                                           367 similar
     1         0 @Base/array.jl                                          2066 ==
     1         0 @Base/tuple.jl                                           583 hash
     2         0 @Base/broadcast.jl                                      1029 ischunkedbroadcast
     2         0 @Base/broadcast.jl                                      1031 ischunkedbroadcast
     1         0 @Base/array.jl                                           986 setindex!(A::Vector{String}, x::String, i::Int64)
     1         0 @Base/array.jl                                           322 copyto!
     1         0 @Base/broadcast.jl                                      1059 chunkedcopyto!
     4         0 @Base/sort.jl                                            790 _sort!
     6         0 @TractableTreeDistributions/src/distributions/ccd1.jl     48 CCD1(trees::Vector{PhyloNetworks.HybridNetwork})
     6         0 @TractableTreeDistributions/src/distributions/ccd1.jl      2 CCD1(num_taxa::Int64, num_trees::Int64, tip_names::Vector{String}, root_clade::Clade, clades::Set{Any}, splits::Set{Any}, splits_per_clade::DataStructures.DefaultDict{Any, Any, UnionAll}, num_clade_occurrences::DataStructures.DefaultDict{Any, Any, Int64}, num_split_occurrences::DataStructures.DefaultDict{Any, Any, Int64})
     3         0 @Base/abstractdict.jl                                    574 convert
    13         0 @Base/compiler/abstractinterpretation.jl                 111 abstract_call_gf_by_type(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, atype::Any, sv::Core.Compiler.InferenceState, max_methods::Int64)
    13         0 @Base/compiler/abstractinterpretation.jl                 823 abstract_call_method_with_const_args(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.MethodCallResult, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, match::Core.MethodMatch, sv::Core.Compiler.InferenceState)
    10         0 @Base/compiler/abstractinterpretation.jl                 853 abstract_call_method_with_const_args(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.MethodCallResult, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, match::Core.MethodMatch, sv::Core.Compiler.InferenceState, invokecall::Nothing)
     9         0 @Base/compiler/abstractinterpretation.jl                1278 const_prop_call(interp::Core.Compiler.NativeInterpreter, mi::Core.MethodInstance, result::Core.Compiler.MethodCallResult, arginfo::Core.Compiler.ArgInfo, sv::Core.Compiler.InferenceState, concrete_eval_result::Nothing)
    13         0 @Base/compiler/ssair/inlining.jl                          78 ssa_inlining_pass!
     3         0 @Base/compiler/ssair/inlining.jl                        1640 assemble_inline_todo!(ir::Core.Compiler.IRCode, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/inlining.jl                        1290 process_simple!(todo::Vector{Pair{Int64, Any}}, ir::Core.Compiler.IRCode, idx::Int64, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
   114         0 @Base/compiler/abstractinterpretation.jl                3041 abstract_eval_basic_statement(interp::Core.Compiler.NativeInterpreter, stmt::Any, pc_vartable::Vector{Core.Compiler.VarState}, frame::Core.Compiler.InferenceState)
    10         0 @Base/compiler/ssair/inlining.jl                        1675 assemble_inline_todo!(ir::Core.Compiler.IRCode, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     8         0 @Base/compiler/ssair/inlining.jl                        1421 handle_call!
     7         0 @Base/compiler/ssair/inlining.jl                        1391 compute_inlining_cases(info::Core.Compiler.CallInfo, flag::UInt32, sig::Core.Compiler.Signature, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     7         0 @Base/compiler/ssair/inlining.jl                        1315 handle_any_const_result!
     6         0 @Base/compiler/ssair/inlining.jl                        1327 handle_any_const_result!(cases::Vector{Core.Compiler.InliningCase}, result::Any, match::Core.MethodMatch, argtypes::Vector{Any}, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; allow_abstract::Bool, allow_typevars::Bool)
     6         0 @Base/compiler/ssair/inlining.jl                        1428 handle_match!
     6         0 @Base/compiler/ssair/inlining.jl                        1439 handle_match!(cases::Vector{Core.Compiler.InliningCase}, match::Core.MethodMatch, argtypes::Vector{Any}, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; allow_abstract::Bool, allow_typevars::Bool, volatile_inf_result::Nothing)
     6         0 @Base/compiler/ssair/inlining.jl                         947 analyze_method!
     6         0 @Base/compiler/ssair/inlining.jl                         980 analyze_method!(match::Core.MethodMatch, argtypes::Vector{Any}, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; allow_typevars::Bool, invokesig::Nothing, volatile_inf_result::Nothing)
     7         0 @Base/compiler/ssair/inlining.jl                         871 resolve_todo
     7         0 @Base/compiler/ssair/inlining.jl                         904 resolve_todo(mi::Core.MethodInstance, result::Nothing, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; invokesig::Nothing)
     5         0 @Base/compiler/ssair/inlining.jl                         984 retrieve_ir_for_inlining(mi::Core.MethodInstance, src::String, ::Bool)
     9         0 @Base/compiler/typeinfer.jl                              252 _typeinf(interp::Core.Compiler.NativeInterpreter, frame::Core.Compiler.InferenceState)
     9         0 @Base/compiler/typeinfer.jl                              269 finish_nocycle(::Core.Compiler.NativeInterpreter, frame::Core.Compiler.InferenceState)
     9         0 @Base/compiler/typeinfer.jl                              435 cache_result!(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.InferenceResult)
     8         0 @Base/compiler/typeinfer.jl                              363 Core.CodeInstance(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.InferenceResult, valid_worlds::Core.Compiler.WorldRange)
     8         0 @Base/compiler/typeinfer.jl                              408 transform_result_for_cache
     3         0 @Base/set.jl                                             680 convert
     3         0 @Base/set.jl                                              47 Set
     2         0 @Base/compiler/ssair/inlining.jl                        1424 handle_call!
     1         0 @Base/compiler/abstractinterpretation.jl                3344 typeinf_local(interp::Core.Compiler.NativeInterpreter, frame::Core.Compiler.InferenceState)
     1         0 @Base/compiler/inferencestate.jl                         686 record_ssa_assign!(𝕃ᵢ::Core.Compiler.InferenceLattice{Core.Compiler.ConditionalsLattice{Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}}}, ssa_id::Int64, new::Any, frame::Core.Compiler.InferenceState)
     1         0 @Base/dict.jl                                             91 Dict{String, Int64}(kv::Base.Generator{Base.Iterators.Enumerate{Vector{String}}, TractableTreeDistributions.var"#3#4"})
     1         0 @PhyloNetworks/src/auxiliary.jl                          303 getparentedge
     2         0 @Base/bitarray.jl                                         38 BitArray
     2         0 @Base/sort.jl                                            831 _sort!(v::Vector{String}, ::Base.Sort.InsertionSortAlg, o::Base.Order.ForwardOrdering, kw::@NamedTuple{scratch::Nothing, lo::Int64, hi::Int64})
     1         0 @Base/promotion.jl                                       650 max
     1         0 @Base/dict.jl                                            255 ht_keyindex(h::Dict{AbstractClade, Float64}, key::Leaf)
     3         0 @Base/compiler/ssair/ir.jl                              2001 compact!
     1         0 @Base/compiler/ssair/ir.jl                              2004 compact!(code::Core.Compiler.IRCode, allow_cfg_transforms::Bool)
     2         0 @Base/compiler/ssair/ir.jl                              1974 finish
     2         0 @Base/compiler/ssair/ir.jl                              1945 simple_dce!
     1         0 @Base/compiler/ssair/ir.jl                              1953 simple_dce!(callback::Function, compact::Core.Compiler.IncrementalCompact)
     1         0 @Base/iterators.jl                                       206 iterate
    11         0 @Base/compiler/abstractinterpretation.jl                2102 abstract_call_known(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
    11         0 @Base/compiler/abstractinterpretation.jl                1690 abstract_apply(interp::Core.Compiler.NativeInterpreter, argtypes::Vector{Any}, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
     3         0 @Base/compiler/abstractinterpretation.jl                 847 abstract_call_method_with_const_args(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.MethodCallResult, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, match::Core.MethodMatch, sv::Core.Compiler.InferenceState, invokecall::Nothing)
     2         0 @Base/compiler/abstractinterpretation.jl                1216 semi_concrete_eval_call(interp::Core.Compiler.NativeInterpreter, mi::Core.MethodInstance, result::Core.Compiler.MethodCallResult, arginfo::Core.Compiler.ArgInfo, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/inferencestate.jl                         803 Core.Compiler.IRInterpretationState(interp::Core.Compiler.NativeInterpreter, code::Core.CodeInstance, mi::Core.MethodInstance, argtypes::Vector{Any}, world::UInt64)
     1         0 @Base/compiler/ssair/legacy.jl                            55 inflate_ir
     2         0 @Base/compiler/ssair/legacy.jl                            13 inflate_ir!
     2         0 @Base/compiler/inferenceresult.jl                         27 matching_cache_argtypes(𝕃::Core.Compiler.InferenceLattice{Core.Compiler.ConditionalsLattice{Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}}}, linfo::Core.MethodInstance)
     2         0 @Base/compiler/inferenceresult.jl                        115 most_general_argtypes
    14         0 @Base/compiler/abstractinterpretation.jl                2279 abstract_call(interp::Core.Compiler.NativeInterpreter, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
    14         0 @Base/compiler/abstractinterpretation.jl                2269 abstract_call_unknown(interp::Core.Compiler.NativeInterpreter, ft::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
     5         0 @Base/compiler/abstractinterpretation.jl                  25 abstract_call_gf_by_type(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, atype::Any, sv::Core.Compiler.InferenceState, max_methods::Int64)
     5         0 @Base/compiler/abstractinterpretation.jl                 312 find_matching_methods(𝕃::Core.Compiler.InferenceLattice{Core.Compiler.ConditionalsLattice{Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}}}, argtypes::Vector{Any}, atype::Any, method_table::Core.Compiler.CachedMethodTable{Core.Compiler.InternalMethodTable}, max_union_splitting::Int64, max_methods::Int64)
     5         0 @Base/compiler/methodtable.jl                            100 findall
     1         0 @Base/compiler/methodtable.jl                            103 findall(sig::Type, table::Core.Compiler.CachedMethodTable{Core.Compiler.InternalMethodTable}; limit::Int64)
     5         0 @Base/compiler/methodtable.jl                             68 findall
     5         0 @Base/compiler/methodtable.jl                             68 #findall#309
     5         0 @Base/compiler/methodtable.jl                             95 _findall
     3         0 @Base/compiler/typeinfer.jl                              267 finish_nocycle(::Core.Compiler.NativeInterpreter, frame::Core.Compiler.InferenceState)
     1         0 @Base/compiler/typeinfer.jl                              229 finish!(interp::Core.Compiler.NativeInterpreter, caller::Core.Compiler.InferenceState)
     1         0 @Base/compiler/optimize.jl                               224 ir_to_codeinf!
     1         0 @Base/compiler/optimize.jl                               232 ir_to_codeinf!
     3         0 @Base/compiler/ssair/inlining.jl                         718 batch_inline!(ir::Core.Compiler.IRCode, todo::Vector{Pair{Int64, Any}}, propagate_inbounds::Bool, params::Core.Compiler.OptimizationParams)
     5         0 @Base/compiler/ssair/ir.jl                              1063 setindex!
     2         0 @Base/compiler/ssair/ir.jl                              1031 setindex!(compact::Core.Compiler.IncrementalCompact, v::Any, ssa::Core.SSAValue)
     1         0 @Base/compiler/ssair/inlining.jl                         433 ir_inline_item!(compact::Core.Compiler.IncrementalCompact, idx::Int64, argexprs::Vector{Any}, item::Core.Compiler.InliningTodo, boundscheck::Symbol, todo_bbs::Vector{Tuple{Int64, Int64}})
     3         0 @Base/compiler/ssair/ir.jl                              1034 setindex!(compact::Core.Compiler.IncrementalCompact, v::Any, ssa::Core.SSAValue)
     2         0 @Base/compiler/ssair/ir.jl                               861 count_added_node!(compact::Core.Compiler.IncrementalCompact, v::Any)
     2         0 @Base/compiler/ssair/inlining.jl                         472 ir_inline_item!(compact::Core.Compiler.IncrementalCompact, idx::Int64, argexprs::Vector{Any}, item::Core.Compiler.InliningTodo, boundscheck::Symbol, todo_bbs::Vector{Tuple{Int64, Int64}})
     6         0 @Base/compiler/ssair/ir.jl                              1427 process_node!(compact::Core.Compiler.IncrementalCompact, result_idx::Int64, inst::Core.Compiler.Instruction, idx::Int64, processed_idx::Int64, active_bb::Int64, do_rename_ssa::Bool)
     4         0 @Base/compiler/ssair/ir.jl                              1254 renumber_ssa2!(stmt::Any, ssanums::Vector{Any}, used_ssas::Vector{Int64}, new_new_used_ssas::Vector{Int64}, late_fixup::Vector{Int64}, result_idx::Int64, do_rename_ssa::Bool, mark_refined!::Core.Compiler.Refiner)
     4         0 @Base/compiler/ssair/ir.jl                               557 setindex!
     1         0 @Base/compiler/ssair/inlining.jl                         722 batch_inline!(ir::Core.Compiler.IRCode, todo::Vector{Pair{Int64, Any}}, propagate_inbounds::Bool, params::Core.Compiler.OptimizationParams)
     2         0 @Base/compiler/ssair/ir.jl                              2003 compact!(code::Core.Compiler.IRCode, allow_cfg_transforms::Bool)
     1         0 @Base/compiler/ssair/ir.jl                              1490 process_node!(compact::Core.Compiler.IncrementalCompact, result_idx::Int64, inst::Core.Compiler.Instruction, idx::Int64, processed_idx::Int64, active_bb::Int64, do_rename_ssa::Bool)
     1         0 @Base/compiler/abstractinterpretation.jl                1255 const_prop_call(interp::Core.Compiler.NativeInterpreter, mi::Core.MethodInstance, result::Core.Compiler.MethodCallResult, arginfo::Core.Compiler.ArgInfo, sv::Core.Compiler.InferenceState, concrete_eval_result::Nothing)
     1         0 @Base/compiler/inferenceresult.jl                        235 cache_lookup(𝕃::Core.Compiler.InferenceLattice{Core.Compiler.ConditionalsLattice{Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}}}, linfo::Core.MethodInstance, given_argtypes::Vector{Any}, cache::Vector{Core.Compiler.InferenceResult})
     2         0 @Base/compiler/optimize.jl                               984 optimize(interp::Core.Compiler.NativeInterpreter, opt::Core.Compiler.OptimizationState{Core.Compiler.NativeInterpreter}, caller::Core.Compiler.InferenceResult)
     1         0 @Base/compiler/optimize.jl                               960 ipo_dataflow_analysis!(interp::Core.Compiler.NativeInterpreter, ir::Core.Compiler.IRCode, result::Core.Compiler.InferenceResult)
     2         0 @Base/compiler/ssair/irinterp.jl                         248 scan!(callback::Core.Compiler.ScanStmt, scanner::Core.Compiler.BBScanner, forwards_only::Bool)
     1         0 @Base/compiler/optimize.jl                               851 (::Core.Compiler.ScanStmt)(inst::Core.Compiler.Instruction, lstmt::Int64, bb::Int64)
     1         0 @Base/compiler/optimize.jl                               825 scan_inconsistency!(inst::Core.Compiler.Instruction, sv::Core.Compiler.PostOptAnalysisState)
     4         0 @Base/compiler/ssair/ir.jl                               496 getindex
     1         0 @Base/compiler/abstractinterpretation.jl                2430 abstract_eval_call(interp::Core.Compiler.NativeInterpreter, e::Expr, vtypes::Vector{Core.Compiler.VarState}, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/abstractinterpretation.jl                2402 collect_argtypes
     1         0 @Base/compiler/ssair/passes.jl                          1327 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/passes.jl                             5 is_known_call(x::Any, func::Any, ir::Core.Compiler.IncrementalCompact)
     1         0 @Base/compiler/optimize.jl                               421 argextype
     1         0 @Base/compiler/optimize.jl                               422 argextype
     5         0 @Base/compiler/typeinfer.jl                              913 typeinf_edge(interp::Core.Compiler.NativeInterpreter, method::Method, atype::Any, sparams::Core.SimpleVector, caller::Core.Compiler.InferenceState)
     3         0 @Base/compiler/inferencestate.jl                         497 Core.Compiler.InferenceState(result::Core.Compiler.InferenceResult, cache_mode::UInt8, interp::Core.Compiler.NativeInterpreter)
     3         0 @Base/compiler/utilities.jl                              143 retrieve_code_info
     4         0 @Base/compiler/methodtable.jl                            109 findall(sig::Type, table::Core.Compiler.CachedMethodTable{Core.Compiler.InternalMethodTable}; limit::Int64)
     4         0 @Base/compiler/ssair/passes.jl                          1469 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/ir.jl                              1255 renumber_ssa2!(stmt::Any, ssanums::Vector{Any}, used_ssas::Vector{Int64}, new_new_used_ssas::Vector{Int64}, late_fixup::Vector{Int64}, result_idx::Int64, do_rename_ssa::Bool, mark_refined!::Core.Compiler.Refiner)
     5         0 @Base/compiler/ssair/ir.jl                               579 iterate
     1         0 @Base/compiler/optimize.jl                               985 optimize(interp::Core.Compiler.NativeInterpreter, opt::Core.Compiler.OptimizationState{Core.Compiler.NativeInterpreter}, caller::Core.Compiler.InferenceResult)
     1         0 @Base/compiler/optimize.jl                               515 finish(interp::Core.Compiler.NativeInterpreter, opt::Core.Compiler.OptimizationState{Core.Compiler.NativeInterpreter}, ir::Core.Compiler.IRCode, caller::Core.Compiler.InferenceResult)
     1         0 @Base/compiler/optimize.jl                              1375 inline_cost
     1         0 @Base/compiler/optimize.jl                              1352 statement_or_branch_cost
     1         0 @Base/compiler/optimize.jl                              1242 statement_cost(ex::Expr, line::Int64, src::Core.Compiler.IRCode, sptypes::Vector{Core.Compiler.VarState}, params::Core.Compiler.OptimizationParams, error_path::Bool)
     3         0 @Base/compiler/optimize.jl                               418 argextype
     2         0 @Base/compiler/optimize.jl                               448 argextype(x::Any, src::Core.Compiler.IRCode, sptypes::Vector{Core.Compiler.VarState}, slottypes::Vector{Any})
     2         0 @Base/compiler/abstractinterpretation.jl                2800 abstract_eval_globalref_type
     2         0 @Base/compiler/abstractinterpretation.jl                2797 isdefinedconst_globalref
     1         0 @Base/compiler/optimize.jl                               978 ipo_dataflow_analysis!(interp::Core.Compiler.NativeInterpreter, ir::Core.Compiler.IRCode, result::Core.Compiler.InferenceResult)
     1         0 @Base/compiler/optimize.jl                               661 refine_effects!(interp::Core.Compiler.NativeInterpreter, sv::Core.Compiler.PostOptAnalysisState)
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    696 analyze_escapes(ir::Core.Compiler.IRCode, nargs::Int64, 𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}, get_escape_cache::Core.Compiler.GetNativeEscapeCache{Core.Compiler.WorldView{Core.Compiler.InternalCodeCache}})
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    782 propagate_changes!(estate::Core.Compiler.EscapeAnalysis.EscapeState, changes::Vector{Core.Compiler.EscapeAnalysis.Change})
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    793 propagate_escape_change!
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    805 propagate_escape_change!
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    814 _propagate_escape_change!
     1         0 @Base/compiler/ssair/EscapeAnalysis/EscapeAnalysis.jl    362 ⊔ₑ
     1         0 @Base/bitset.jl                                          295 union(s::Core.Compiler.BitSet, sets::Core.Compiler.BitSet)
     1         0 @Base/bitset.jl                                           48 copy
     1         0 @Base/bitset.jl                                           19 BitSet
     1         0 @Base/compiler/ssair/passes.jl                          1326 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/passes.jl                           563 lift_comparison!(::typeof(===), compact::Core.Compiler.IncrementalCompact, idx::Int64, stmt::Expr, 𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice})
     1         0 @Base/compiler/ssair/passes.jl                           596 lift_comparison_leaves!(tfunc::typeof(Core.Compiler.egal_tfunc), compact::Core.Compiler.IncrementalCompact, val::Any, cmp::Any, idx::Int64, 𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice})
     1         0 @Base/compiler/ssair/passes.jl                           253 simple_walk_constraint
     1         0 @Base/compiler/abstractinterpretation.jl                 668 abstract_call_method(interp::Core.Compiler.NativeInterpreter, method::Method, sig::Any, sparams::Core.SimpleVector, hardlimit::Bool, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/inferencestate.jl                         847 is_effect_overridden
     1         0 @Base/compiler/inferencestate.jl                         951 decode_statement_effects_override
     1         0 @Base/compiler/inferencestate.jl                         921 get_curr_ssaflag
     1         0 @Base/compiler/inferencestate.jl                         798 Core.Compiler.IRInterpretationState(interp::Core.Compiler.NativeInterpreter, code::Core.CodeInstance, mi::Core.MethodInstance, argtypes::Vector{Any}, world::UInt64)
     1         0 @Base/compiler/ssair/inlining.jl                         985 retrieve_ir_for_inlining(mi::Core.MethodInstance, src::String, ::Bool)
     1         0 @Base/compiler/ssair/legacy.jl                            14 inflate_ir!
     1         0 @Base/compiler/ssair/legacy.jl                            18 inflate_ir!(ci::Core.CodeInfo, sptypes::Vector{Core.Compiler.VarState}, argtypes::Vector{Any})
     2         0 @Base/compiler/ssair/ir.jl                                97 compute_basic_blocks(stmts::Vector{Any})
     1         0 @Base/compiler/ssair/ir.jl                                80 basic_blocks_starts
     1         0 @Base/bitset.jl                                          255 push!
     1         0 @Base/bitset.jl                                           89 _setint!
     2         0 @Base/compiler/typeinfer.jl                              225 finish!(interp::Core.Compiler.NativeInterpreter, caller::Core.Compiler.InferenceState)
     2         0 @Base/compiler/typeinfer.jl                              639 store_backedges
    62         0 @Base/compiler/ssair/inlining.jl                         413 ir_inline_item!(compact::Core.Compiler.IncrementalCompact, idx::Int64, argexprs::Vector{Any}, item::Core.Compiler.InliningTodo, boundscheck::Symbol, todo_bbs::Vector{Tuple{Int64, Int64}})
    62         0 @Base/compiler/ssair/ir.jl                              1749 iterate_compact(compact::Core.Compiler.IncrementalCompact)
    62         0 @Base/compiler/ssair/ir.jl                              1597 resize!
    62         0 @Base/compiler/ssair/ir.jl                               245 resize!(stmts::Core.Compiler.InstructionStream, len::Int64)
    62         0 @Base/array.jl                                          1450 resize!(a::Vector{Int32}, nl::Int64)
    62         0 @Base/array.jl                                          1129 (::Core.Compiler.var"#134#135"{Vector{Int32}, Int64, Int64, Int64, Int64, Int64, Memory{Int32}, MemoryRef{Int32}})()
     2         0 @Base/compiler/ssair/passes.jl                          2051 adce_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     4         0 @Base/compiler/ssair/ir.jl                               571 _advance(stmt::Any, op::Int64)
     1         0 @Base/compiler/ssair/ir.jl                               860 count_added_node!(compact::Core.Compiler.IncrementalCompact, v::Any)
     2         0 @Base/compiler/ssair/ir.jl                               578 iterate
     1         0 @Base/compiler/ssair/ir.jl                               485 _useref_getindex(stmt::Any, op::Int64)
     1         0 @Base/compiler/abstractinterpretation.jl                1219 semi_concrete_eval_call(interp::Core.Compiler.NativeInterpreter, mi::Core.MethodInstance, result::Core.Compiler.MethodCallResult, arginfo::Core.Compiler.ArgInfo, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/ssair/irinterp.jl                         440 ir_abstract_constant_propagation(interp::Core.Compiler.NativeInterpreter, irsv::Core.Compiler.IRInterpretationState)
     1         0 @Base/compiler/ssair/irinterp.jl                         280 _ir_abstract_constant_propagation(interp::Core.Compiler.NativeInterpreter, irsv::Core.Compiler.IRInterpretationState)
     1         0 @Base/compiler/ssair/irinterp.jl                         294 _ir_abstract_constant_propagation(interp::Core.Compiler.NativeInterpreter, irsv::Core.Compiler.IRInterpretationState; externally_refined::Nothing)
     1         0 @Base/compiler/ssair/irinterp.jl                         326 (::Core.Compiler.var"#568#571"{Nothing, Core.Compiler.NativeInterpreter, Core.Compiler.IRInterpretationState, Core.Compiler.var"#check_ret!#570"{Vector{Int64}}, Core.Compiler.BitSet, Core.Compiler.TwoPhaseDefUseMap, Core.Compiler.IRCode})(inst::Core.Compiler.Instruction, lstmt::Int64, bb::Int64)
     1         0 @Base/compiler/ssair/irinterp.jl                         141 reprocess_instruction!(interp::Core.Compiler.NativeInterpreter, inst::Core.Compiler.Instruction, idx::Int64, bb::Int64, irsv::Core.Compiler.IRInterpretationState)
     1         0 @Base/compiler/ssair/irinterp.jl                          49 abstract_call(interp::Core.Compiler.NativeInterpreter, arginfo::Core.Compiler.ArgInfo, irsv::Core.Compiler.IRInterpretationState)
     1         0 @Base/compiler/abstractinterpretation.jl                2116 abstract_call_known(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.IRInterpretationState, max_methods::Int64)
     1         0 @Base/compiler/tfuncs.jl                                2532 builtin_effects(𝕃::Core.Compiler.InferenceLattice{Core.Compiler.ConditionalsLattice{Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}}}, f::Core.Builtin, argtypes::Vector{Any}, rt::Any)
     1         0 @Base/compiler/tfuncs.jl                                2924 intrinsic_effects
     1         0 @Base/compiler/tfuncs.jl                                2892 intrinsic_nothrow
     1         0 @Base/compiler/ssair/passes.jl                          1328 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/passes.jl                           572 lift_comparison!(::typeof(isa), compact::Core.Compiler.IncrementalCompact, idx::Int64, stmt::Expr, 𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice})
     1         0 @Base/compiler/ssair/passes.jl                           619 lift_comparison_leaves!(tfunc::typeof(Core.Compiler.isa_tfunc), compact::Core.Compiler.IncrementalCompact, val::Any, cmp::Any, idx::Int64, 𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice})
     1         0 @Base/compiler/ssair/passes.jl                           760 perform_lifting!
     1         0 @Base/compiler/ssair/passes.jl                           842 perform_lifting!(compact::Core.Compiler.IncrementalCompact, visited_philikes::Vector{Union{Core.Compiler.NewSSAValue, Core.Compiler.OldSSAValue, Core.SSAValue}}, cache_key::Any, result_t::Any, lifted_leaves::Core.Compiler.IdDict{Any, Union{Nothing, Core.Compiler.LiftedValue}}, stmt_val::Any, lazydomtree::Nothing, walker_callback::Function)
     1         0 @Base/compiler/ssair/inlining.jl                         471 ir_inline_item!(compact::Core.Compiler.IncrementalCompact, idx::Int64, argexprs::Vector{Any}, item::Core.Compiler.InliningTodo, boundscheck::Symbol, todo_bbs::Vector{Tuple{Int64, Int64}})
     1         0 @Base/compiler/ssair/ir.jl                               461 _useref_getindex(stmt::Any, op::Int64)
     2         0 @Base/compiler/inferencestate.jl                         500 Core.Compiler.InferenceState(result::Core.Compiler.InferenceResult, cache_mode::UInt8, interp::Core.Compiler.NativeInterpreter)
